MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability,id
6,4,4,13,4,6,2,6,4,5,6,5,7,4,5,8,2,5,4,10,0.55,25060
1,8,5,8,4,5,8,9,6,4,3,7,9,6,5,3,6,6,4,7,0.57,25061
2,5,0,5,10,4,5,9,5,8,5,6,8,8,5,8,4,6,5,1,0.545,25062
4,11,3,3,1,8,7,5,5,1,6,5,6,3,5,3,8,5,2,7,0.49,25063
4,5,6,2,10,7,5,4,3,4,3,5,6,6,8,4,4,4,1,7,0.49,25064
8,3,6,6,8,4,5,3,3,5,6,3,5,1,2,1,7,2,4,4,0.43,25065
6,10,6,6,7,7,10,3,4,3,6,7,6,7,3,6,3,4,3,12,0.595,25066
2,2,2,4,8,4,9,4,2,8,7,3,11,4,4,12,6,6,4,3,0.525,25067
7,8,4,6,3,1,6,11,3,3,2,2,7,5,3,0,3,2,6,6,0.44,25068
3,3,2,5,5,4,5,8,3,6,6,2,7,5,4,5,0,2,2,2,0.395,25069
3,2,7,7,5,2,5,6,5,3,9,1,3,8,5,4,3,6,4,7,0.475,25070
6,4,4,2,3,2,3,8,3,3,7,4,9,10,3,3,8,2,2,9,0.475,25071
3,5,2,5,6,5,4,6,2,5,5,5,4,6,6,7,7,8,3,4,0.49,25072
6,1,5,3,7,1,9,4,4,4,3,4,6,3,9,3,2,5,3,4,0.43,25073
8,7,3,7,6,8,5,5,5,7,10,3,3,5,3,6,4,2,5,3,0.525,25074
7,4,7,5,0,3,3,7,4,3,4,2,3,3,5,3,5,4,7,3,0.41,25075
7,2,1,6,6,3,4,3,1,4,4,7,3,6,3,1,7,6,3,5,0.41,25076
3,4,3,3,3,5,6,5,2,5,5,4,2,5,8,8,3,7,7,2,0.45,25077
5,3,9,5,5,8,7,6,7,1,5,5,3,6,8,5,7,6,4,9,0.57,25078
4,5,4,4,4,2,6,4,1,4,3,5,4,5,2,6,4,7,3,6,0.415,25079
7,2,7,6,1,2,4,4,4,8,5,5,7,5,3,6,4,8,10,6,0.52,25080
4,6,1,3,4,6,10,11,4,11,5,3,3,3,12,7,3,3,6,5,0.55,25081
8,6,2,2,5,4,5,4,7,7,4,4,1,8,2,4,3,10,12,3,0.505,25082
4,3,1,6,4,5,3,5,6,3,5,7,4,2,4,2,6,4,6,3,0.415,25083
4,8,3,7,4,1,3,5,6,2,9,6,4,6,3,6,10,3,4,5,0.495,25084
5,8,3,6,6,6,6,6,3,5,2,3,5,5,5,6,3,3,6,4,0.48,25085
3,3,5,5,6,2,5,2,4,6,6,5,2,5,5,6,6,7,6,6,0.475,25086
10,7,7,3,2,6,1,8,7,5,3,11,2,3,5,4,3,3,5,6,0.505,25087
4,4,7,2,7,4,4,1,7,5,6,3,6,5,4,4,5,7,0,7,0.46,25088
8,8,10,3,2,5,4,8,6,5,2,4,3,2,5,3,4,5,4,8,0.495,25089
3,3,4,4,6,2,10,6,7,5,7,5,3,6,5,7,8,6,3,6,0.53,25090
0,6,9,5,4,2,4,5,5,2,2,8,7,6,4,6,7,5,4,3,0.47,25091
3,3,1,1,5,2,2,6,3,9,3,4,5,7,8,8,6,7,2,4,0.445,25092
2,8,7,6,6,6,3,1,3,4,6,10,5,6,11,4,2,4,5,4,0.515,25093
5,6,6,4,8,6,1,5,8,7,8,6,6,5,2,4,7,9,7,9,0.595,25094
2,3,5,7,4,8,6,4,7,4,9,6,3,8,4,8,4,7,7,4,0.55,25095
4,6,4,6,1,5,7,6,7,6,4,4,9,1,1,4,4,5,5,1,0.45,25096
4,4,6,3,2,6,7,4,3,4,6,4,6,3,2,6,6,5,3,4,0.44,25097
5,3,4,6,3,3,2,6,5,2,3,5,4,6,6,8,7,5,5,5,0.465,25098
3,6,5,3,10,3,4,5,4,9,7,5,7,7,0,13,3,8,7,1,0.55,25099
8,6,5,5,10,10,9,9,6,7,3,3,5,4,6,2,2,3,4,5,0.56,25100
6,6,5,5,8,3,4,3,5,4,6,4,8,5,2,8,4,8,2,4,0.5,25101
3,4,8,3,7,4,2,3,3,3,5,8,2,4,7,4,4,3,2,3,0.41,25102
6,4,2,4,6,6,5,7,3,2,6,4,5,7,4,5,7,5,8,6,0.51,25103
7,5,3,5,6,11,3,10,2,6,11,1,5,2,1,7,1,5,2,4,0.485,25104
4,6,6,4,8,4,6,1,5,8,5,3,7,5,8,5,4,7,8,5,0.545,25105
1,5,3,3,4,3,7,10,2,4,4,4,8,5,6,3,6,3,10,3,0.47,25106
5,6,6,8,5,7,8,7,5,5,4,4,6,4,6,1,6,1,5,6,0.525,25107
8,4,3,4,6,2,3,2,3,2,3,5,5,5,3,5,7,5,6,1,0.41,25108
4,4,6,5,5,4,6,3,8,10,5,6,7,6,6,4,7,5,2,4,0.535,25109
4,4,9,6,3,7,10,6,6,4,1,2,1,3,5,5,3,5,7,2,0.465,25110
4,7,1,2,8,8,5,10,10,5,3,6,3,5,8,7,5,5,0,1,0.515,25111
7,5,8,3,4,5,5,4,5,5,4,7,6,4,5,5,5,2,4,5,0.49,25112
4,7,8,4,1,5,7,3,4,6,6,4,3,7,6,4,3,2,11,5,0.5,25113
9,5,9,3,5,5,6,3,2,3,5,2,6,2,4,7,3,6,7,2,0.47,25114
5,4,3,7,7,1,5,5,4,5,2,7,5,5,4,5,3,4,3,6,0.45,25115
9,4,5,5,7,8,3,3,6,7,3,3,10,4,4,3,1,9,3,2,0.495,25116
5,9,4,4,4,3,7,5,3,3,6,5,5,6,3,6,1,1,5,7,0.46,25117
6,4,3,4,8,2,2,6,8,5,7,5,4,4,8,4,0,5,3,5,0.465,25118
2,5,5,7,5,5,6,5,7,10,9,5,3,6,5,4,8,3,4,1,0.525,25119
11,3,4,4,7,5,5,7,3,6,4,6,2,2,6,5,4,7,6,0,0.485,25120
3,1,4,4,5,6,3,6,8,8,8,2,5,11,6,4,4,0,4,4,0.48,25121
3,7,8,6,4,9,5,7,3,7,7,3,4,7,6,6,6,1,8,3,0.55,25122
1,7,3,1,2,2,5,4,6,3,3,7,6,4,5,4,5,8,9,4,0.445,25123
1,6,5,3,1,5,4,4,5,3,9,8,7,5,7,2,3,2,6,3,0.445,25124
6,1,7,7,4,2,6,2,2,5,7,8,8,4,7,9,2,6,2,4,0.495,25125
3,5,7,10,4,2,3,7,5,5,6,6,5,4,1,3,3,4,5,8,0.48,25126
6,4,8,5,5,3,5,5,2,6,6,4,7,5,4,8,6,3,4,3,0.495,25127
8,8,3,4,6,4,3,5,8,5,3,5,4,11,5,11,7,2,7,8,0.585,25128
4,9,6,4,6,6,10,1,6,5,3,2,5,7,4,2,5,4,6,5,0.5,25129
7,6,4,4,4,6,3,4,3,2,2,2,8,6,6,7,7,4,4,7,0.48,25130
5,4,4,4,2,4,2,7,3,3,7,4,2,6,5,6,2,7,7,2,0.43,25131
3,5,8,4,7,5,5,4,4,4,6,4,4,6,4,3,8,6,2,4,0.48,25132
5,6,2,2,7,3,3,7,6,8,7,4,3,5,4,7,4,10,5,6,0.52,25133
2,2,2,4,6,4,9,4,4,9,12,6,5,9,4,6,4,2,4,3,0.505,25134
2,10,10,8,4,3,3,4,7,9,9,4,4,8,3,5,4,5,8,7,0.585,25135
4,3,6,3,1,6,3,5,7,5,5,4,3,6,5,4,5,5,4,2,0.43,25136
2,1,4,4,7,4,4,4,5,2,7,8,6,6,6,6,6,5,2,7,0.48,25137
2,6,7,4,8,8,2,2,3,6,7,9,5,9,4,2,5,1,7,5,0.51,25138
7,1,7,6,8,5,11,7,5,5,2,5,6,4,7,5,6,3,3,5,0.54,25139
4,3,6,2,4,8,3,8,3,5,2,4,4,6,5,4,3,2,3,10,0.445,25140
2,6,8,7,5,3,5,1,6,3,4,7,8,7,4,6,2,6,3,3,0.48,25141
3,3,5,8,5,1,7,10,6,2,6,2,2,5,5,4,4,3,6,4,0.455,25142
5,1,11,7,5,6,10,7,3,6,4,2,4,3,6,6,4,7,2,2,0.505,25143
7,4,7,1,8,2,3,5,4,8,2,5,2,3,6,8,4,8,3,1,0.455,25144
5,6,7,5,4,0,8,5,6,5,3,3,3,7,6,6,3,4,4,4,0.47,25145
4,6,7,1,6,4,3,2,6,5,3,3,1,6,7,2,5,4,8,5,0.44,25146
0,6,6,6,2,3,8,11,6,7,4,2,7,5,5,8,7,6,3,7,0.545,25147
7,5,7,5,6,8,2,5,5,4,6,8,3,7,10,1,2,5,2,5,0.515,25148
5,3,6,6,1,3,6,8,6,8,5,5,7,8,5,2,4,9,5,1,0.515,25149
7,3,6,5,11,2,4,6,8,4,5,4,6,4,5,2,4,5,2,8,0.505,25150
1,5,3,5,5,8,5,3,10,3,4,4,5,7,3,5,5,1,5,5,0.46,25151
3,1,4,9,6,3,8,5,6,4,8,3,4,6,2,8,1,9,4,6,0.5,25152
3,9,3,4,4,5,5,6,1,3,5,9,3,2,3,5,4,5,5,5,0.445,25153
2,3,3,3,5,4,4,4,2,4,5,6,6,10,3,7,2,7,5,6,0.455,25154
6,7,5,4,5,9,1,5,13,6,4,4,8,3,5,7,4,3,10,5,0.57,25155
4,9,10,5,3,5,3,4,1,5,8,6,8,9,7,5,5,5,8,4,0.57,25156
3,15,9,3,2,4,4,5,3,4,6,8,5,3,2,8,3,3,9,3,0.51,25157
6,5,6,5,7,6,4,2,6,4,4,3,6,6,9,7,4,5,10,3,0.54,25158
0,5,6,6,6,9,7,6,5,2,3,4,2,3,3,5,5,7,8,5,0.485,25159
9,10,10,5,2,8,6,4,1,6,4,2,4,2,5,5,4,4,2,7,0.5,25160
5,6,1,5,8,6,6,5,6,4,7,3,5,2,6,6,1,4,5,2,0.465,25161
5,3,3,9,4,4,8,4,2,6,5,9,6,5,3,8,3,5,5,10,0.535,25162
5,1,6,4,6,3,5,5,1,6,4,3,6,3,2,8,2,7,3,3,0.415,25163
4,4,8,4,6,5,6,6,5,5,5,1,4,7,3,8,3,5,5,3,0.485,25164
5,3,5,3,6,5,7,4,3,7,2,7,2,4,5,2,7,3,4,3,0.435,25165
2,4,3,4,7,5,5,8,3,4,1,3,6,3,6,0,2,9,7,6,0.44,25166
4,8,5,7,8,7,6,4,6,7,4,5,5,5,3,8,7,8,3,6,0.58,25167
5,3,2,3,7,8,5,8,5,8,3,4,4,3,6,5,3,2,4,7,0.475,25168
4,7,9,5,3,0,5,4,2,5,10,6,4,6,6,5,11,1,8,7,0.54,25169
7,9,7,6,5,4,6,7,3,2,3,5,6,4,4,4,7,6,4,9,0.54,25170
9,5,4,0,3,3,9,4,10,3,2,7,4,10,3,6,5,6,6,5,0.52,25171
3,1,7,4,4,8,5,4,10,3,6,6,3,8,2,2,7,5,7,2,0.485,25172
5,5,2,3,7,3,7,7,4,1,7,4,3,4,3,2,5,8,10,5,0.475,25173
7,3,4,4,7,5,2,9,6,3,3,6,2,4,4,5,7,4,10,6,0.505,25174
4,10,3,5,6,4,8,9,11,4,5,3,6,4,5,4,4,9,4,4,0.56,25175
5,1,7,3,4,7,8,2,5,6,7,5,4,6,5,5,4,8,3,6,0.505,25176
6,8,3,8,1,3,5,6,3,6,6,1,6,2,1,7,9,6,5,6,0.49,25177
2,5,7,2,6,3,4,5,4,4,5,5,4,6,6,5,5,4,4,2,0.44,25178
6,7,5,7,2,4,8,4,5,8,4,5,3,5,3,4,8,5,4,4,0.505,25179
8,5,2,9,4,9,1,8,1,7,3,3,6,2,2,6,8,5,6,8,0.515,25180
6,6,7,9,3,6,7,6,5,5,3,4,5,9,5,7,7,4,4,6,0.57,25181
4,6,8,3,5,2,2,8,3,4,5,4,4,6,0,2,1,4,4,3,0.39,25182
6,3,8,3,5,4,9,7,4,4,7,7,1,7,5,2,6,2,2,7,0.495,25183
6,3,4,3,6,7,6,4,4,4,2,4,3,7,8,7,5,5,4,6,0.49,25184
3,4,3,2,6,5,9,3,5,1,9,5,4,6,6,4,8,6,5,4,0.49,25185
9,7,8,4,4,7,3,5,3,5,9,6,2,9,7,7,4,6,7,2,0.57,25186
8,6,4,7,2,6,5,6,2,4,3,6,5,6,4,6,13,3,5,7,0.54,25187
5,3,7,2,3,5,3,5,6,4,7,6,3,3,2,7,3,5,4,3,0.43,25188
7,7,3,8,4,2,8,6,1,9,5,2,5,6,5,3,4,3,5,7,0.5,25189
4,4,9,4,3,9,10,7,7,7,3,8,8,1,7,6,6,8,1,7,0.595,25190
5,2,6,7,8,8,3,3,4,8,5,5,8,4,5,4,3,6,5,5,0.52,25191
4,2,2,5,7,3,6,4,3,5,3,8,4,3,5,5,6,5,3,3,0.43,25192
6,4,6,4,6,11,2,6,5,6,6,2,5,2,4,10,3,3,5,5,0.505,25193
6,7,5,6,4,7,4,4,5,5,4,2,4,5,7,4,4,2,4,7,0.48,25194
6,7,6,2,6,6,5,8,5,4,7,4,4,2,3,5,5,3,7,3,0.49,25195
8,5,10,7,6,5,6,2,2,6,7,7,8,3,5,7,9,7,2,2,0.57,25196
2,3,4,8,6,6,4,2,5,2,3,5,5,7,6,4,6,9,3,6,0.48,25197
8,3,2,5,6,8,10,2,4,4,6,9,6,2,5,5,4,7,3,5,0.52,25198
4,2,4,5,8,4,5,4,3,4,1,7,7,5,6,4,7,4,2,6,0.46,25199
5,2,3,6,3,8,6,4,5,4,3,6,6,5,8,3,3,6,9,3,0.49,25200
6,2,2,9,6,9,6,5,4,3,6,3,4,0,6,2,4,3,1,5,0.43,25201
2,5,12,9,2,4,5,1,2,5,5,2,7,7,9,8,7,3,13,5,0.565,25202
5,12,8,11,3,7,5,10,4,3,6,7,7,4,8,1,7,4,4,4,0.6,25203
3,1,4,3,7,4,9,8,4,10,8,5,5,7,5,3,5,7,2,6,0.53,25204
5,3,6,9,5,2,5,3,3,5,6,5,3,7,6,2,3,8,2,5,0.465,25205
4,8,3,3,6,8,4,4,7,4,5,4,4,6,9,8,5,5,2,6,0.525,25206
4,4,3,4,5,9,8,7,8,4,3,9,9,6,4,2,9,3,4,5,0.55,25207
4,2,3,7,4,5,5,6,6,7,9,11,5,1,3,2,7,6,3,2,0.49,25208
4,7,3,2,6,4,4,6,6,5,6,5,4,9,3,4,5,5,5,8,0.505,25209
8,1,4,4,9,11,5,5,5,2,2,11,6,4,4,9,5,6,6,5,0.56,25210
5,8,5,8,7,2,2,3,4,5,3,8,7,10,7,8,4,1,10,6,0.565,25211
5,8,6,4,3,5,5,2,4,4,3,4,3,8,3,4,7,3,6,3,0.45,25212
7,2,3,1,6,5,3,4,5,9,7,5,2,7,4,3,8,2,5,6,0.47,25213
5,2,6,6,6,8,1,5,4,1,1,6,10,6,3,5,7,9,4,5,0.5,25214
0,5,3,4,2,7,6,7,3,6,6,5,7,2,6,5,5,4,5,5,0.465,25215
5,11,7,6,1,3,2,3,6,8,8,6,5,3,8,6,1,5,2,5,0.505,25216
4,4,6,5,5,3,6,4,6,9,3,11,3,4,3,5,4,8,3,5,0.505,25217
2,2,4,3,8,4,3,0,7,5,6,5,4,8,4,7,4,3,1,5,0.425,25218
5,7,5,5,6,3,5,5,3,5,9,6,5,4,6,5,5,2,7,4,0.51,25219
6,6,2,6,6,4,2,2,5,0,9,5,2,4,7,6,8,2,5,2,0.445,25220
8,2,10,6,7,7,5,4,6,2,6,7,7,3,7,3,3,7,2,4,0.53,25221
2,5,3,5,6,4,1,1,3,6,4,5,4,8,4,4,8,5,4,8,0.45,25222
7,6,8,5,6,5,3,5,5,5,5,6,6,5,1,5,5,7,2,6,0.515,25223
9,4,6,8,4,4,6,3,4,6,1,5,5,9,5,5,5,7,4,3,0.515,25224
5,0,10,6,5,7,6,5,8,6,2,8,4,2,4,1,5,9,7,4,0.52,25225
6,6,7,8,3,6,2,5,6,11,9,1,7,4,7,1,2,6,6,4,0.535,25226
9,5,8,3,8,3,6,6,3,9,3,6,5,5,6,9,5,2,1,2,0.52,25227
5,4,6,6,2,7,4,0,5,5,6,9,8,7,4,3,3,8,5,10,0.535,25228
5,4,5,2,8,3,3,5,4,8,4,3,5,6,5,5,2,2,6,1,0.43,25229
4,11,4,2,4,4,2,12,0,4,6,7,2,4,6,3,2,7,5,7,0.48,25230
4,4,3,6,8,4,5,4,10,8,6,8,5,3,5,6,4,2,7,7,0.545,25231
7,2,9,4,12,5,3,4,7,3,2,6,3,5,4,8,4,11,1,5,0.525,25232
3,6,4,4,5,3,4,4,16,6,2,9,5,8,4,3,3,3,4,6,0.51,25233
1,5,3,10,2,6,6,4,4,5,4,7,4,3,7,3,3,7,5,4,0.465,25234
8,5,9,5,2,8,4,7,6,6,8,2,8,11,6,2,3,5,6,3,0.57,25235
5,3,4,6,8,6,7,12,2,4,6,2,7,1,5,4,6,5,9,3,0.525,25236
5,8,4,5,5,1,6,4,8,5,8,6,7,7,2,4,7,4,5,2,0.515,25237
2,4,5,10,10,3,6,2,7,5,4,6,9,6,6,3,6,7,4,10,0.575,25238
4,5,3,5,4,6,5,5,6,9,3,6,10,4,5,4,5,7,4,5,0.525,25239
5,3,7,6,7,4,5,6,6,6,3,6,4,4,9,8,6,9,3,7,0.57,25240
3,4,1,5,1,3,5,5,6,4,5,4,4,9,3,4,4,4,6,5,0.425,25241
8,4,3,8,5,4,6,6,6,5,3,2,8,5,6,2,7,7,3,9,0.535,25242
6,4,5,3,4,4,7,3,3,6,6,6,4,4,6,4,5,5,7,6,0.49,25243
5,4,6,4,1,4,1,2,7,8,4,5,5,6,4,4,3,3,6,1,0.415,25244
6,2,2,3,9,6,6,5,7,5,8,6,4,6,5,4,7,8,3,5,0.535,25245
5,8,3,4,2,8,8,10,4,8,6,3,3,10,8,6,3,3,5,6,0.565,25246
8,3,3,5,2,8,5,2,7,1,6,8,4,5,3,3,11,3,6,6,0.495,25247
0,3,0,5,7,11,5,3,10,2,3,4,6,7,2,3,6,6,3,1,0.435,25248
2,2,6,5,4,2,3,8,6,9,3,7,1,6,2,6,4,8,5,11,0.5,25249
5,1,0,3,6,4,3,4,8,7,6,7,5,9,5,0,3,7,2,3,0.44,25250
7,4,3,5,4,1,3,9,5,6,4,4,7,5,6,3,11,10,4,3,0.52,25251
1,8,2,8,7,5,5,13,6,3,7,5,2,3,3,5,3,3,4,5,0.49,25252
4,3,6,7,4,8,6,3,8,5,6,6,2,3,4,6,3,3,5,2,0.47,25253
8,6,2,6,6,3,3,5,11,4,9,7,3,6,5,7,6,5,3,7,0.56,25254
6,3,3,6,3,4,3,6,3,8,7,2,1,4,3,2,7,5,8,7,0.455,25255
5,5,9,4,5,2,8,5,1,8,8,1,6,2,6,2,8,4,8,7,0.52,25256
2,8,1,8,4,6,5,5,5,4,2,7,8,4,5,5,4,9,7,5,0.52,25257
3,5,2,4,3,6,6,6,3,7,3,7,7,5,8,6,5,2,10,5,0.515,25258
3,3,4,8,6,4,4,3,6,7,9,7,2,5,10,5,5,5,4,4,0.52,25259
1,6,5,8,7,4,5,3,2,0,5,7,3,5,6,4,2,9,6,4,0.46,25260
7,10,8,7,1,2,2,10,5,3,6,3,5,6,4,4,15,5,7,2,0.56,25261
5,2,8,5,4,3,4,9,3,4,3,4,5,6,4,3,7,6,8,7,0.5,25262
3,9,8,3,1,7,7,3,5,6,4,3,5,6,6,3,4,5,4,6,0.49,25263
7,5,3,4,3,6,7,3,5,4,2,5,7,5,2,3,8,7,7,6,0.495,25264
8,7,7,4,3,6,8,4,3,7,2,2,2,5,4,4,6,3,5,2,0.46,25265
5,3,2,5,6,6,5,10,6,4,3,8,7,1,2,6,3,5,1,6,0.47,25266
5,7,5,4,3,2,3,9,6,4,5,2,2,8,8,4,6,5,6,7,0.505,25267
4,7,7,7,5,6,5,5,7,4,6,7,8,4,4,5,2,5,5,7,0.55,25268
3,1,3,1,5,5,8,3,6,3,4,1,10,5,5,8,4,4,2,4,0.425,25269
2,4,4,6,6,3,8,1,2,1,4,4,3,4,5,9,3,7,5,3,0.42,25270
5,5,6,3,3,8,3,2,9,4,4,7,8,3,6,6,7,4,3,3,0.495,25271
7,5,9,8,11,4,4,4,3,6,11,7,8,5,4,4,6,6,2,6,0.6,25272
8,3,5,8,4,2,3,4,4,8,5,8,4,6,5,5,2,4,6,3,0.485,25273
6,7,3,5,4,3,6,3,6,4,2,4,5,8,8,4,3,3,11,4,0.495,25274
1,6,6,4,3,8,4,4,9,1,8,5,5,4,5,11,2,5,7,4,0.51,25275
3,7,2,3,7,5,4,7,6,5,4,6,3,4,5,9,5,5,6,7,0.515,25276
7,3,2,4,3,2,5,6,2,4,5,4,5,8,4,5,4,6,5,5,0.445,25277
4,8,5,6,8,4,5,1,2,6,5,6,3,6,6,6,2,2,4,3,0.46,25278
5,9,1,3,5,2,8,4,9,5,3,4,6,5,5,4,1,6,6,5,0.48,25279
10,6,5,4,8,3,4,6,4,3,6,5,4,4,5,2,4,3,2,6,0.47,25280
6,6,4,9,6,6,11,9,2,3,7,10,6,5,3,8,3,3,2,4,0.565,25281
3,7,11,3,8,3,7,6,3,11,14,3,2,1,5,9,0,5,2,5,0.54,25282
5,2,4,3,9,11,6,7,7,3,6,3,4,9,6,4,3,6,6,7,0.555,25283
5,2,8,7,6,4,4,6,6,7,4,4,3,7,3,5,5,3,5,2,0.48,25284
6,5,2,3,1,12,9,5,3,4,2,3,3,7,2,8,5,3,5,2,0.45,25285
0,5,5,2,6,4,6,6,9,5,5,5,5,4,8,3,6,4,5,5,0.49,25286
10,7,3,4,10,6,5,7,1,4,3,8,8,10,1,1,5,3,4,2,0.51,25287
4,3,3,4,4,7,4,4,6,9,2,1,5,8,8,4,4,4,8,8,0.5,25288
4,4,3,4,5,5,3,3,5,7,4,5,6,1,3,8,9,6,3,5,0.465,25289
6,8,4,5,5,4,4,7,5,2,5,6,7,7,6,9,3,7,6,7,0.565,25290
6,4,7,9,7,6,5,6,4,8,2,4,3,6,3,3,7,7,13,4,0.57,25291
8,5,4,6,13,5,2,2,4,7,4,5,5,4,4,4,1,3,7,11,0.52,25292
3,4,6,6,3,7,5,5,5,4,6,3,7,7,6,4,6,3,7,1,0.49,25293
7,4,5,3,4,5,3,5,8,5,8,1,7,6,7,3,7,3,9,7,0.535,25294
4,8,3,4,4,3,5,4,2,2,4,8,6,3,1,7,9,6,5,4,0.46,25295
5,6,6,2,5,7,2,5,4,5,3,5,8,6,6,5,5,5,6,3,0.495,25296
5,12,3,3,2,3,5,5,6,2,6,3,4,7,5,5,6,4,8,3,0.485,25297
7,4,8,9,2,4,6,5,2,6,9,3,10,1,8,2,6,6,3,5,0.53,25298
4,7,6,4,9,6,5,3,4,7,11,8,6,6,2,4,3,6,7,4,0.56,25299
7,2,5,7,4,8,3,8,5,7,7,3,5,3,3,7,5,5,2,3,0.495,25300
5,2,3,3,9,3,6,6,6,5,3,5,10,5,2,5,5,2,3,1,0.445,25301
7,4,3,5,2,3,6,5,10,3,8,4,9,2,6,6,4,10,4,7,0.54,25302
1,5,3,3,1,4,5,5,6,5,5,4,8,12,7,5,3,2,2,5,0.455,25303
4,2,3,7,2,8,2,3,6,4,4,2,3,5,7,6,6,1,2,4,0.405,25304
3,4,6,4,6,3,6,7,6,5,6,8,2,4,4,3,3,4,4,6,0.47,25305
5,3,5,3,9,5,4,3,5,7,9,4,4,6,8,2,3,5,4,2,0.48,25306
4,5,3,5,5,5,6,4,4,2,7,10,9,5,6,5,4,7,3,9,0.54,25307
1,9,4,4,4,2,2,6,13,3,4,6,7,5,3,4,2,5,5,8,0.485,25308
4,1,6,2,6,4,9,6,7,5,7,6,7,5,5,4,3,5,4,8,0.52,25309
6,6,3,3,4,4,4,2,5,5,5,2,8,3,3,9,3,8,3,2,0.44,25310
4,3,6,1,6,7,3,4,6,8,7,9,2,8,4,4,4,6,6,4,0.51,25311
2,5,6,1,5,2,7,3,4,4,6,6,3,4,5,7,4,3,5,7,0.445,25312
7,3,7,6,5,2,6,8,7,5,1,9,5,2,9,9,6,2,5,5,0.545,25313
4,4,5,6,6,6,8,8,8,6,8,6,6,3,2,3,1,4,5,8,0.535,25314
3,4,5,7,7,5,4,1,2,3,0,7,5,4,3,6,4,7,4,5,0.43,25315
7,7,6,2,1,4,6,1,8,5,8,5,8,9,4,5,3,9,6,5,0.545,25316
4,8,4,4,9,6,6,6,7,1,6,3,5,4,9,2,4,7,4,1,0.5,25317
4,4,3,2,5,10,4,4,3,3,5,8,5,5,4,7,5,5,5,4,0.475,25318
1,3,9,3,5,10,3,8,7,1,9,8,4,4,8,3,2,2,1,1,0.46,25319
6,9,6,4,6,3,2,9,2,4,5,5,3,2,3,5,3,6,2,7,0.46,25320
8,2,3,4,8,4,6,2,3,5,2,6,3,4,3,4,8,11,4,4,0.47,25321
6,2,7,11,7,10,7,6,5,6,2,7,3,9,1,5,2,3,3,3,0.525,25322
3,3,4,7,7,4,6,6,3,2,5,7,4,7,5,6,7,6,1,8,0.505,25323
5,7,3,10,7,4,5,3,8,3,2,3,5,6,6,4,7,5,8,8,0.545,25324
7,5,4,2,6,5,5,6,7,10,4,3,5,5,6,4,3,5,6,3,0.505,25325
7,6,5,9,5,4,2,1,2,5,7,9,6,4,3,6,7,5,4,6,0.515,25326
6,5,6,8,7,9,8,6,3,7,4,5,9,4,4,3,4,3,6,6,0.565,25327
3,8,4,5,9,3,4,3,5,0,4,2,6,5,2,3,10,5,2,2,0.425,25328
3,6,7,5,5,4,6,7,6,5,4,6,4,3,5,6,4,9,5,7,0.535,25329
5,8,5,5,2,1,1,6,5,4,4,5,2,2,4,4,5,4,6,5,0.415,25330
3,6,4,4,3,3,9,3,4,3,3,2,4,3,8,3,7,4,2,3,0.405,25331
7,4,8,6,8,8,4,5,0,6,2,3,5,4,2,4,4,4,6,3,0.465,25332
3,6,3,5,6,2,4,3,5,7,3,5,6,10,7,3,4,9,7,4,0.51,25333
7,4,4,8,5,3,6,5,5,4,6,9,5,3,6,6,3,4,7,4,0.52,25334
7,9,5,2,5,8,8,7,5,4,5,3,8,6,3,2,9,4,1,2,0.515,25335
12,5,5,2,5,4,7,6,5,10,7,6,5,6,6,8,5,6,5,5,0.6,25336
2,4,5,7,3,5,10,4,7,9,5,7,6,9,4,4,3,7,4,3,0.54,25337
4,8,3,7,6,3,3,1,4,4,10,3,6,7,2,2,3,3,7,4,0.45,25338
11,8,4,6,5,7,6,8,4,6,6,4,3,11,6,9,4,6,4,3,0.605,25339
2,5,2,5,4,10,6,6,3,8,6,3,6,6,9,4,2,4,3,5,0.495,25340
8,4,5,9,5,3,6,3,4,5,5,4,4,3,4,3,3,0,6,0,0.42,25341
5,3,3,5,6,7,4,6,5,6,6,5,7,6,7,3,4,4,8,6,0.53,25342
6,5,2,4,6,4,7,1,4,3,1,5,7,6,3,3,5,3,4,10,0.445,25343
4,3,3,3,11,9,5,6,4,6,5,5,3,2,7,3,3,6,3,7,0.49,25344
3,2,7,2,3,5,4,3,7,1,2,8,5,6,5,3,3,4,6,4,0.415,25345
3,1,3,6,1,3,4,3,4,4,4,6,5,7,3,4,3,10,1,6,0.405,25346
2,8,2,3,6,4,2,6,8,6,7,4,4,5,8,3,4,3,5,5,0.475,25347
7,4,3,11,5,4,5,4,2,5,5,6,6,6,6,1,5,4,4,4,0.485,25348
6,4,5,4,4,8,4,5,2,9,1,10,10,2,3,12,5,7,4,7,0.56,25349
7,6,1,10,6,10,2,3,6,7,3,17,3,5,5,4,9,7,5,6,0.61,25350
3,10,5,4,8,9,6,10,7,7,6,2,7,2,2,8,1,11,8,7,0.615,25351
7,3,9,5,2,3,6,6,3,3,7,10,8,5,3,4,5,4,5,2,0.5,25352
2,6,5,6,6,4,6,5,2,5,9,2,3,5,6,4,5,6,6,6,0.495,25353
